vehicle_id,make,model,variant,year,body_type,drivetrain,battery_chemistry,usable_battery_kwh,ideal_consumption_wh_km,regen_efficiency,weight_kg,max_dc_charge_kw,temp_penalty_factor,charge_curve_hint,route_type,terrain_type,climate_type,distance_km,speed_kmh,grade_pct,temp_c,start_soc_pct,hvac_override_kw,base_consumption_kwh,speed_delta_kwh,slope_kwh,regen_kwh,hvac_kwh,temp_penalty_kwh,gross_consumption_kwh,net_consumption_kwh,estimated_wh_km,target_wh_km,target_energy_kwh,end_soc_pct,below_reserve
bmw_i4_edrive40,BMW,i4,eDrive40,2024,Sedan,RWD,NMC,80.7,157.0,0.71,2050.0,205.0,0.008,tapered_nmc,mixed,rolling,hot,50.21,55.0,-2.92,27.1,57.74,1.22,7.883,-4.4703,0.0,5.815,1.1137,0.0,4.5264,5.5181,109.9,109.91,5.5186,50.9,0
tesla_model_3_lr_awd,Tesla,Model 3,Long Range AWD,2024,Sedan,AWD,NMC,75.0,134.0,0.74,1844.0,250.0,0.008,tapered_nmc,city,hilly_down,mild,4.52,30.7,-6.19,12.4,32.4,1.01,0.6057,-0.5084,0.0,1.0404,0.1487,0.0368,0.2913,0.424,93.8,93.8,0.424,31.83,0
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,highway,rolling,mild,120.9,119.8,-3.74,13.8,23.12,1.63,17.8932,11.2041,0.0,18.1243,1.645,0.8875,31.6297,13.5054,111.71,110.155,13.3177,4.87,1
mercedes_eqa250,Mercedes-Benz,EQA,250,2024,SUV,FWD,NMC,66.5,166.0,0.67,2040.0,100.0,0.008,tapered_nmc,highway,flat,hot,45.27,95.8,-0.51,35.0,86.08,2.36,7.5148,0.8417,0.0,0.8599,1.1152,0.0,9.4718,8.6119,190.23,188.112,8.5158,73.13,0
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,highway,hilly_down,hot,54.71,122.2,-3.74,38.9,20.61,2.24,8.0971,5.5217,0.0,8.2017,1.0029,0.0,14.6216,6.4199,117.34,115.856,6.3385,11.93,0
audi_q4_etron_40,Audi,Q4 e-tron,40,2024,SUV,RWD,NMC,76.6,166.0,0.68,2135.0,135.0,0.008,tapered_nmc,highway,rolling,hot,113.48,92.0,2.07,32.9,22.34,2.44,18.8377,0.7172,13.6664,0.0,3.0097,0.0,36.2309,36.2309,319.27,310.021,35.1812,0.0,1
tesla_model_3_rwd,Tesla,Model 3,RWD,2024,Sedan,RWD,LFP,57.5,139.0,0.72,1761.0,170.0,0.007,flat_lfp,city,flat,mild,18.38,53.5,-0.34,14.2,69.06,1.61,2.5548,-1.4996,0.0,0.2159,0.5531,0.1037,1.7121,1.7884,97.3,97.3,1.7884,65.95,0
volvo_ex40_twin,Volvo,EX40,Twin Motor AWD,2024,SUV,AWD,NMC,79.0,195.0,0.68,2270.0,150.0,0.009,tapered_nmc,mixed,hilly_down,hot,23.13,73.5,-4.75,31.8,78.62,2.3,4.5103,-1.3138,0.0,4.6214,0.7238,0.0,4.038,3.1572,136.5,136.914,3.1668,74.62,0
byd_atto3_lr,BYD,Atto 3,Extended Range,2024,SUV,FWD,LFP,58.0,157.0,0.65,1750.0,88.0,0.007,flat_lfp,city,rolling,mild,12.98,25.9,-2.22,14.8,98.51,1.59,2.0379,-1.7926,0.0,0.8932,0.7968,0.0742,1.1162,1.4265,109.9,111.287,1.4445,96.05,0
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,highway,flat,mild,145.97,123.4,-0.81,21.5,69.65,1.93,22.9173,16.2737,0.0,4.4633,2.283,0.0,41.474,37.0107,253.55,252.708,36.8877,5.28,1
byd_han,BYD,Han,EV AWD,2024,Sedan,AWD,LFP,82.0,161.0,0.68,2320.0,120.0,0.007,flat_lfp,highway,rolling,mild,77.84,106.6,-1.41,14.8,59.44,1.56,12.5322,4.1788,0.0,4.7183,1.1391,0.4562,18.8555,14.1372,181.62,182.406,14.1985,42.2,0
chevrolet_equinox_ev,Chevrolet,Equinox EV,LT RWD,2024,SUV,RWD,NMC,78.0,175.0,0.68,2056.0,150.0,0.008,tapered_nmc,highway,rolling,mild,116.39,126.8,2.67,18.4,54.39,1.75,20.3682,16.1109,17.4107,0.0,1.6063,0.2607,55.7569,55.7569,479.05,484.496,56.3905,0.0,1
kia_ev9_lr_awd,Kia,EV9,Long Range AWD,2024,SUV,AWD,NMC,96.0,205.0,0.7,2640.0,235.0,0.009,tapered_nmc,highway,rolling,hot,94.37,108.9,1.82,30.8,53.63,2.19,19.3459,7.4041,12.3559,0.0,1.8978,0.0,42.2338,42.2338,447.53,446.25,42.1127,9.64,1
hyundai_ioniq6_lr_rwd,Hyundai,IONIQ 6,Long Range RWD,2024,Sedan,RWD,NMC,74.0,130.0,0.75,1985.0,235.0,0.008,tapered_nmc,mixed,hilly_down,cold,25.92,72.2,-6.49,-6.0,73.11,1.58,3.3696,-1.0528,0.0,6.8245,0.5672,0.7009,3.5849,2.3587,91.0,91.479,2.3711,69.92,0
bmw_i4_edrive40,BMW,i4,eDrive40,2024,Sedan,RWD,NMC,80.7,157.0,0.71,2050.0,205.0,0.008,tapered_nmc,city,rolling,mild,11.22,32.8,1.78,18.6,32.86,1.53,1.7615,-1.4448,1.1157,0.0,0.5234,0.0197,1.9755,1.9755,176.07,174.99,1.9634,30.41,0
hyundai_ioniq6_lr_rwd,Hyundai,IONIQ 6,Long Range RWD,2024,Sedan,RWD,NMC,74.0,130.0,0.75,1985.0,235.0,0.008,tapered_nmc,mixed,hilly_up,mild,55.47,66.2,6.32,10.1,42.56,1.13,7.2111,-2.933,18.9628,0.0,0.9468,0.5711,24.7588,24.7588,446.35,452.883,25.1214,9.1,1
hyundai_ioniq6_lr_rwd,Hyundai,IONIQ 6,Long Range RWD,2024,Sedan,RWD,NMC,74.0,130.0,0.75,1985.0,235.0,0.008,tapered_nmc,city,flat,cold,2.57,28.2,0.42,-4.5,77.61,1.91,0.3341,-0.2876,0.0584,0.0,0.1741,0.0655,0.3444,0.3444,134.01,137.566,0.3535,77.14,0
volkswagen_id4_pro,Volkswagen,ID.4,Pro,2024,SUV,RWD,NMC,77.0,165.0,0.68,2124.0,135.0,0.008,tapered_nmc,highway,flat,mild,98.78,132.3,0.17,10.4,33.93,1.65,16.2987,15.0769,0.9719,0.0,1.232,1.2517,34.8313,34.8313,352.61,359.147,35.4766,0.0,1
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,city,flat,mild,6.3,55.5,-0.56,12.0,83.59,1.77,0.9891,-0.5543,0.0,0.1332,0.2009,0.0554,0.6911,0.6924,109.9,109.9,0.6924,82.39,0
byd_atto3_lr,BYD,Atto 3,Extended Range,2024,SUV,FWD,LFP,58.0,157.0,0.65,1750.0,88.0,0.007,flat_lfp,highway,hilly_up,mild,110.67,130.5,4.39,13.2,42.36,1.84,17.3752,15.3028,23.1686,0.0,1.5604,0.8271,58.234,58.234,526.19,514.819,56.975,0.0,1
volkswagen_id3_pro,Volkswagen,ID.3,Pro,2024,Hatchback,RWD,NMC,58.0,149.0,0.67,1809.0,135.0,0.008,tapered_nmc,mixed,hilly_down,mild,40.0,72.1,-6.45,14.1,32.56,1.1,5.96,-1.8719,0.0,8.5212,0.6103,0.2813,4.9797,4.172,104.3,104.3,4.172,25.37,0
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,city,rolling,hot,5.18,29.8,1.48,33.9,91.99,2.01,0.8236,-0.6978,0.4387,0.0,0.3494,0.0,0.9139,0.9139,176.43,173.359,0.898,90.76,0
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,mixed,hilly_down,hot,47.58,98.6,-6.33,28.5,32.55,1.74,7.4701,1.2537,0.0,11.3694,0.8396,0.0,9.5634,5.229,109.9,110.109,5.239,23.46,0
kia_ev9_lr_awd,Kia,EV9,Long Range AWD,2024,SUV,AWD,NMC,96.0,205.0,0.7,2640.0,235.0,0.009,tapered_nmc,city,flat,mild,14.09,26.9,0.15,19.0,36.93,2.03,2.8884,-2.5177,0.152,0.0,1.0633,0.026,1.6604,2.0219,143.5,143.5,2.0219,34.82,0
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,city,flat,cold,2.39,53.3,0.3,-2.3,50.14,1.62,0.3657,-0.2156,0.0301,0.0,0.0726,0.0734,0.3263,0.3263,136.51,135.204,0.3231,49.23,0
chevrolet_equinox_ev,Chevrolet,Equinox EV,LT RWD,2024,SUV,RWD,NMC,78.0,175.0,0.68,2056.0,150.0,0.008,tapered_nmc,highway,flat,mild,107.12,108.4,0.94,14.3,78.17,1.71,18.746,6.9725,5.6414,0.0,1.6898,0.8548,33.9046,33.9046,316.51,318.82,34.152,34.7,0
byd_seal_lr,BYD,Seal,Long Range RWD,2024,Sedan,RWD,LFP,80.0,153.0,0.68,2150.0,150.0,0.007,flat_lfp,city,flat,hot,15.09,64.1,-0.73,28.5,96.99,2.02,2.3088,-1.0121,0.0,0.4389,0.4755,0.0,1.7722,1.6161,107.1,107.1,1.6161,94.97,0
bmw_i4_edrive40,BMW,i4,eDrive40,2024,Sedan,RWD,NMC,80.7,157.0,0.71,2050.0,205.0,0.008,tapered_nmc,highway,flat,mild,96.16,104.4,-0.51,10.2,79.21,1.53,15.0971,4.3329,0.0,1.9451,1.4092,1.1836,22.0229,20.0777,208.8,214.375,20.6143,54.33,0
kia_ev9_lr_awd,Kia,EV9,Long Range AWD,2024,SUV,AWD,NMC,96.0,205.0,0.7,2640.0,235.0,0.009,tapered_nmc,city,rolling,hot,18.56,51.8,3.79,31.4,53.66,2.34,3.8048,-2.3172,5.0604,0.0,0.8384,0.0,7.608,7.608,409.92,399.059,7.4065,45.73,0
byd_atto3_lr,BYD,Atto 3,Extended Range,2024,SUV,FWD,LFP,58.0,157.0,0.65,1750.0,88.0,0.007,flat_lfp,highway,rolling,hot,40.03,91.3,0.6,33.3,85.71,2.12,6.2847,0.1551,1.1454,0.0,0.9295,0.0,8.5147,8.5147,212.71,212.414,8.5029,71.03,0
tesla_model_y_lr_awd,Tesla,Model Y,Long Range AWD,2024,SUV,AWD,NMC,75.0,179.0,0.72,2232.0,250.0,0.008,tapered_nmc,mixed,flat,mild,12.99,56.6,-0.86,11.6,58.28,1.68,2.3252,-1.2683,0.0,0.4892,0.3856,0.1563,1.6467,1.6276,125.3,128.513,1.6694,56.11,0
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,mixed,hilly_up,mild,20.22,62.3,2.33,19.6,29.85,1.55,3.1745,-1.4759,2.5407,0.0,0.5031,0.0089,4.7513,4.7513,234.98,230.12,4.653,21.59,0
byd_seal_lr,BYD,Seal,Long Range RWD,2024,Sedan,RWD,LFP,80.0,153.0,0.68,2150.0,150.0,0.007,flat_lfp,mixed,rolling,mild,42.36,68.4,-2.23,17.0,26.65,1.69,6.4811,-2.4164,0.0,3.7634,1.0466,0.1361,5.2474,4.5368,107.1,107.783,4.5657,20.98,0
byd_dolphin,BYD,Dolphin,Standard,2024,Hatchback,FWD,LFP,43.2,145.0,0.65,1490.0,60.0,0.007,flat_lfp,city,flat,mild,10.16,38.5,0.82,18.0,63.03,1.54,1.4732,-1.1254,0.3383,0.0,0.4064,0.0206,1.1131,1.1131,109.56,107.249,1.0897,60.45,0
byd_han,BYD,Han,EV AWD,2024,Sedan,AWD,LFP,82.0,161.0,0.68,2320.0,120.0,0.007,flat_lfp,highway,flat,cold,95.6,120.0,0.25,5.3,50.4,1.45,15.3916,9.7087,1.511,0.0,1.1552,1.5838,30.2308,30.2308,316.22,325.154,31.0848,13.53,0
volvo_ex40_twin,Volvo,EX40,Twin Motor AWD,2024,SUV,AWD,NMC,79.0,195.0,0.68,2270.0,150.0,0.009,tapered_nmc,highway,hilly_up,cold,128.87,100.1,5.26,-2.6,65.61,2.96,25.1297,4.9804,41.9305,0.0,3.8107,5.1114,83.3916,83.3916,647.1,640.92,82.5954,0.0,1
byd_dolphin,BYD,Dolphin,Standard,2024,Hatchback,FWD,LFP,43.2,145.0,0.65,1490.0,60.0,0.007,flat_lfp,highway,flat,cold,146.84,123.4,-0.94,-3.0,48.25,2.24,21.2918,15.1195,0.0,3.6428,2.6655,3.428,42.5047,38.8619,264.65,262.95,38.6115,0.0,1
byd_atto3_lr,BYD,Atto 3,Extended Range,2024,SUV,FWD,LFP,58.0,157.0,0.65,1750.0,88.0,0.007,flat_lfp,mixed,hilly_down,hot,53.58,68.4,-2.57,32.3,99.47,1.85,8.4121,-3.1363,0.0,4.2683,1.4492,0.0,6.7249,5.8884,109.9,109.9,5.8884,89.32,0
byd_han,BYD,Han,EV AWD,2024,Sedan,AWD,LFP,82.0,161.0,0.68,2320.0,120.0,0.007,flat_lfp,mixed,hilly_up,mild,25.7,87.6,4.87,23.7,40.81,1.61,4.1377,-0.1858,7.9126,0.0,0.4723,0.0,12.7069,12.7069,494.43,488.304,12.5494,25.31,0
volkswagen_id3_pro,Volkswagen,ID.3,Pro,2024,Hatchback,RWD,NMC,58.0,149.0,0.67,1809.0,135.0,0.008,tapered_nmc,city,flat,hot,7.18,39.7,-0.76,29.6,70.04,1.65,1.0698,-0.8037,0.0,0.1802,0.2984,0.0,0.5645,0.7489,104.3,107.17,0.7695,68.75,0
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,city,rolling,mild,11.61,38.4,-3.12,21.5,24.34,1.6,1.9621,-1.5009,0.0,1.5097,0.4838,0.0,0.9449,1.3735,118.3,118.3,1.3735,22.48,0
nissan_ariya_87kwh,Nissan,Ariya,87kWh RWD,2024,SUV,RWD,NMC,87.0,176.0,0.67,2175.0,130.0,0.008,tapered_nmc,highway,hilly_up,cold,171.7,127.0,5.36,1.1,66.74,2.06,30.2192,24.048,54.5457,0.0,2.7851,4.5691,116.1671,116.1671,676.57,684.072,117.4552,0.0,1
hyundai_ioniq6_lr_rwd,Hyundai,IONIQ 6,Long Range RWD,2024,Sedan,RWD,NMC,74.0,130.0,0.75,1985.0,235.0,0.008,tapered_nmc,highway,flat,mild,75.17,133.4,0.31,22.6,34.88,1.55,9.7721,9.3062,1.2605,0.0,0.8734,0.0,21.2122,21.2122,282.19,278.68,20.9484,6.21,1
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,mixed,hilly_down,mild,52.73,83.4,-3.16,14.0,47.59,1.24,8.0677,-0.9798,0.0,4.554,0.784,0.4357,8.3076,5.6474,107.1,107.532,5.6702,31.9,0
byd_seal_lr,BYD,Seal,Long Range RWD,2024,Sedan,RWD,LFP,80.0,153.0,0.68,2150.0,150.0,0.007,flat_lfp,mixed,hilly_down,mild,42.77,72.9,-5.88,19.1,62.38,1.17,6.5438,-1.9702,0.0,10.0191,0.6864,0.0412,5.3012,4.5807,107.1,107.1,4.5807,56.65,0
renault_megane_ev60,Renault,Megane E-Tech,EV60,2024,Hatchback,FWD,NMC,55.0,149.0,0.68,1624.0,130.0,0.008,tapered_nmc,highway,hilly_down,hot,146.13,99.7,-3.45,38.2,75.47,2.14,21.7734,4.1383,0.0,15.1712,3.1366,0.0,29.0482,15.2414,104.3,105.544,15.4231,47.76,0
hyundai_ioniq6_lr_rwd,Hyundai,IONIQ 6,Long Range RWD,2024,Sedan,RWD,NMC,74.0,130.0,0.75,1985.0,235.0,0.008,tapered_nmc,mixed,hilly_up,mild,30.01,86.5,1.56,12.8,70.41,1.47,3.9013,-0.2544,2.5323,0.0,0.51,0.2247,6.9139,6.9139,230.39,235.21,7.0587,61.07,0
polestar_2_lr_rwd,Polestar,2,Long Range Single Motor,2024,Fastback,RWD,NMC,79.0,157.0,0.7,2060.0,205.0,0.008,tapered_nmc,mixed,flat,cold,16.92,89.7,-0.7,4.8,87.28,2.67,2.6564,-0.015,0.0,0.4654,0.5036,0.323,3.4681,3.0027,177.46,179.803,3.0423,83.48,0
polestar_2_lr_rwd,Polestar,2,Long Range Single Motor,2024,Fastback,RWD,NMC,79.0,157.0,0.7,2060.0,205.0,0.008,tapered_nmc,mixed,hilly_down,cold,50.86,88.7,-2.22,-6.3,99.43,1.86,7.985,-0.1951,0.0,4.4367,1.0665,1.68,10.5365,6.0998,119.93,122.442,6.2274,91.71,0
renault_megane_ev60,Renault,Megane E-Tech,EV60,2024,Hatchback,FWD,NMC,55.0,149.0,0.68,1624.0,130.0,0.008,tapered_nmc,mixed,flat,hot,18.32,98.9,0.08,31.1,77.9,1.91,2.7297,0.4746,0.0649,0.0,0.3538,0.0,3.623,3.623,197.76,200.101,3.6659,71.31,0
volkswagen_id4_pro,Volkswagen,ID.4,Pro,2024,SUV,RWD,NMC,77.0,165.0,0.68,2124.0,135.0,0.008,tapered_nmc,city,flat,mild,12.92,36.4,-0.13,22.8,30.65,1.69,2.1318,-1.6743,0.0,0.0661,0.5999,0.0,1.0574,1.4923,115.5,115.5,1.4923,28.71,0
volkswagen_id3_pro,Volkswagen,ID.3,Pro,2024,Hatchback,RWD,NMC,58.0,149.0,0.67,1809.0,135.0,0.008,tapered_nmc,mixed,hilly_up,cold,53.35,57.3,4.92,3.7,27.49,2.18,7.9492,-4.2596,12.9391,0.0,2.0297,1.0366,19.6949,19.6949,369.16,362.851,19.3581,0.0,1
tesla_model_y_lr_awd,Tesla,Model Y,Long Range AWD,2024,SUV,AWD,NMC,75.0,179.0,0.72,2232.0,250.0,0.008,tapered_nmc,highway,hilly_down,hot,41.62,134.9,-5.4,26.6,47.6,1.93,7.45,7.3739,0.0,9.8421,0.5955,0.0,15.882,6.0398,145.12,146.995,6.118,39.55,0
chevrolet_equinox_ev,Chevrolet,Equinox EV,LT RWD,2024,SUV,RWD,NMC,78.0,175.0,0.68,2056.0,150.0,0.008,tapered_nmc,highway,rolling,cold,172.75,126.7,0.62,3.6,78.82,2.14,30.2312,23.8397,6.0007,0.0,2.9178,3.9663,66.9558,66.9558,387.59,390.801,67.5108,0.0,1
tesla_model_y_lr_awd,Tesla,Model Y,Long Range AWD,2024,SUV,AWD,NMC,75.0,179.0,0.72,2232.0,250.0,0.008,tapered_nmc,mixed,flat,cold,30.28,94.7,-0.32,2.4,86.69,2.03,5.4201,0.4899,0.0,0.4243,0.6491,0.7632,7.542,7.1176,235.06,236.954,7.175,77.2,0
tesla_model_3_lr_awd,Tesla,Model 3,Long Range AWD,2024,Sedan,AWD,NMC,75.0,134.0,0.74,1844.0,250.0,0.008,tapered_nmc,mixed,rolling,mild,32.9,67.6,-3.6,10.6,71.13,1.07,4.4086,-1.6984,0.0,4.4041,0.5208,0.3315,3.6693,3.086,93.8,93.8,3.086,67.02,0
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,mixed,rolling,mild,50.78,77.4,-3.71,23.5,68.66,1.21,7.5154,-1.6997,0.0,7.5515,0.7938,0.0,6.6095,5.2608,103.6,103.6,5.2608,61.55,0
renault_megane_ev60,Renault,Megane E-Tech,EV60,2024,Hatchback,FWD,NMC,55.0,149.0,0.68,1624.0,130.0,0.008,tapered_nmc,city,hilly_down,mild,12.06,53.1,-4.34,11.4,27.47,1.26,1.7969,-1.0641,0.0,1.5751,0.2862,0.1236,1.1426,1.2579,104.3,106.977,1.2901,25.18,0
volkswagen_id3_pro,Volkswagen,ID.3,Pro,2024,Hatchback,RWD,NMC,58.0,149.0,0.67,1809.0,135.0,0.008,tapered_nmc,highway,rolling,mild,42.78,118.6,2.61,15.4,48.5,1.52,6.3742,3.8154,5.5041,0.0,0.5483,0.2346,16.4766,16.4766,385.15,385.643,16.4978,20.09,0
renault_megane_ev60,Renault,Megane E-Tech,EV60,2024,Hatchback,FWD,NMC,55.0,149.0,0.68,1624.0,130.0,0.008,tapered_nmc,city,rolling,mild,2.75,37.8,-3.78,23.6,62.9,1.26,0.4098,-0.316,0.0,0.3128,0.0917,0.0,0.1854,0.2868,104.3,104.3,0.2868,62.38,0
audi_q4_etron_40,Audi,Q4 e-tron,40,2024,SUV,RWD,NMC,76.6,166.0,0.68,2135.0,135.0,0.008,tapered_nmc,mixed,rolling,mild,31.99,57.5,-1.04,15.1,39.15,1.47,5.3103,-2.8309,0.0,1.3162,0.8178,0.2082,3.5054,3.7172,116.2,117.289,3.7521,34.3,0
volvo_ex40_twin,Volvo,EX40,Twin Motor AWD,2024,SUV,AWD,NMC,79.0,195.0,0.68,2270.0,150.0,0.009,tapered_nmc,highway,flat,cold,90.03,97.1,-0.06,4.0,58.56,2.57,17.5558,2.4189,0.0,0.2272,2.3829,2.528,25.6323,25.4051,282.18,274.841,24.7439,26.4,0
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,mixed,flat,mild,37.4,80.2,-0.58,21.4,82.11,1.1,5.5352,-0.9851,0.0,0.8695,0.513,0.0,5.063,4.1935,112.13,114.072,4.2663,76.44,0
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,city,hilly_down,mild,10.62,40.4,-3.74,21.4,37.76,1.32,1.5718,-1.169,0.0,1.5921,0.347,0.0,0.7497,1.1002,103.6,104.458,1.1093,36.27,0
ford_mustang_mache_er,Ford,Mustang Mach-E,Extended Range RWD,2024,SUV,RWD,NMC,88.0,181.0,0.67,2097.0,150.0,0.008,tapered_nmc,highway,flat,cold,107.68,137.2,-0.15,7.4,20.35,1.68,19.4901,20.4219,0.0,0.6184,1.3185,1.9646,43.1951,42.5767,395.4,402.949,43.3895,0.0,1
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,mixed,rolling,mild,54.3,92.1,1.11,20.7,37.9,1.91,8.5251,0.3409,3.2504,0.0,1.1261,0.0,13.2425,13.2425,243.88,248.923,13.5165,14.87,0
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,highway,rolling,hot,172.52,95.8,3.03,32.5,31.22,1.4,26.3956,2.9566,21.9793,0.0,2.5212,0.0,53.8527,53.8527,312.15,316.504,54.6033,0.0,1
audi_q4_etron_40,Audi,Q4 e-tron,40,2024,SUV,RWD,NMC,76.6,166.0,0.68,2135.0,135.0,0.008,tapered_nmc,mixed,rolling,cold,40.13,50.4,3.26,-7.4,23.84,1.97,6.6616,-4.1756,7.6112,0.0,1.5686,1.4602,13.1259,13.1259,327.09,334.107,13.4077,6.7,1
byd_seal_lr,BYD,Seal,Long Range RWD,2024,Sedan,RWD,LFP,80.0,153.0,0.68,2150.0,150.0,0.007,flat_lfp,city,rolling,mild,17.99,63.6,-1.21,19.2,87.9,1.58,2.7525,-1.2271,0.0,0.8672,0.4469,0.0154,1.9877,1.9267,107.1,107.1,1.9267,85.49,0
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,city,rolling,hot,14.81,42.1,-3.04,33.7,70.47,1.39,2.2659,-1.6432,0.0,1.2305,0.489,0.0,1.1117,1.5862,107.1,107.1,1.5862,66.06,0
mercedes_eqa250,Mercedes-Benz,EQA,250,2024,SUV,FWD,NMC,66.5,166.0,0.67,2040.0,100.0,0.008,tapered_nmc,mixed,hilly_up,mild,32.76,64.8,4.84,20.1,50.21,1.8,5.4382,-2.327,8.8143,0.0,0.91,0.0,12.8354,12.8354,391.8,384.625,12.6003,30.91,0
volvo_ex40_twin,Volvo,EX40,Twin Motor AWD,2024,SUV,AWD,NMC,79.0,195.0,0.68,2270.0,150.0,0.009,tapered_nmc,mixed,flat,mild,17.62,96.8,0.68,23.2,98.91,1.67,3.4359,0.4529,0.7412,0.0,0.304,0.0,5.082,5.082,288.42,292.1,5.1468,92.48,0
byd_dolphin,BYD,Dolphin,Standard,2024,Hatchback,FWD,LFP,43.2,145.0,0.65,1490.0,60.0,0.007,flat_lfp,highway,rolling,hot,57.34,131.9,0.64,36.4,39.51,1.8,8.3143,7.6089,1.49,0.0,0.7825,0.0,18.1957,18.1957,317.33,308.063,17.6643,0.0,1
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,mixed,flat,mild,31.07,88.1,-0.33,21.0,66.94,1.36,4.878,-0.1738,0.0,0.387,0.4796,0.0,5.1838,4.7968,154.39,158.509,4.9249,58.6,0
tesla_model_y_lr_awd,Tesla,Model Y,Long Range AWD,2024,SUV,AWD,NMC,75.0,179.0,0.72,2232.0,250.0,0.008,tapered_nmc,highway,flat,cold,136.33,135.5,-0.16,-9.4,22.62,2.28,24.4031,24.5217,0.0,0.9552,2.294,5.7396,58.6671,57.7119,423.32,424.857,57.9208,0.0,1
chevrolet_equinox_ev,Chevrolet,Equinox EV,LT RWD,2024,SUV,RWD,NMC,78.0,175.0,0.68,2056.0,150.0,0.008,tapered_nmc,city,flat,mild,8.05,43.2,0.11,22.0,37.65,1.5,1.4088,-1.0042,0.0496,0.0,0.2795,0.0,0.7336,0.9861,122.5,122.503,0.9861,36.39,0
byd_dolphin,BYD,Dolphin,Standard,2024,Hatchback,FWD,LFP,43.2,145.0,0.65,1490.0,60.0,0.007,flat_lfp,mixed,hilly_down,mild,15.39,78.5,-4.4,11.3,40.17,1.07,2.2316,-0.4628,0.0,1.7871,0.2098,0.1359,2.1145,1.5621,101.5,103.913,1.5992,36.55,0
polestar_2_lr_rwd,Polestar,2,Long Range Single Motor,2024,Fastback,RWD,NMC,79.0,157.0,0.7,2060.0,205.0,0.008,tapered_nmc,highway,hilly_down,mild,72.54,131.6,-2.53,10.3,36.61,1.76,11.3888,10.3382,0.0,7.2116,0.9701,0.8838,23.5809,16.3693,225.66,231.749,16.8111,15.89,0
chevrolet_equinox_ev,Chevrolet,Equinox EV,LT RWD,2024,SUV,RWD,NMC,78.0,175.0,0.68,2056.0,150.0,0.008,tapered_nmc,city,rolling,mild,4.63,45.7,-1.52,17.5,41.11,1.92,0.8103,-0.5542,0.0,0.2681,0.1945,0.0162,0.4667,0.5672,122.5,125.452,0.5808,40.38,0
ford_mustang_mache_er,Ford,Mustang Mach-E,Extended Range RWD,2024,SUV,RWD,NMC,88.0,181.0,0.67,2097.0,150.0,0.008,tapered_nmc,mixed,flat,cold,50.54,84.5,0.47,1.8,21.66,2.27,9.1477,-0.9299,1.3574,0.0,1.3577,1.3319,12.2648,12.2648,242.68,236.122,11.9336,7.72,1
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,highway,rolling,cold,42.9,91.2,2.13,-5.0,85.91,2.39,6.8211,0.1553,5.229,0.0,1.1242,1.3642,14.6939,14.6939,342.52,334.598,14.3543,66.05,0
